first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook,youtube_url
James,Himes,H001047,rep,Democrat,CT,2025-01-03,2027-01-03,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,jahimes,,repjimhimes,,CongressmanJimHimes,https://www.youtube.com/channel/UCCeB6czh6nhCHxOMCk_V4yA
Steny,Hoyer,H000874,rep,Democrat,MD,2025-01-03,2027-01-03,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,RepStenyHoyer,22012091.0,repstenyhoyer,51616645.0,WhipHoyer,https://www.youtube.com/channel/UCvxgqX65cdhHNjJn64cgY9g
H.,Griffith,G000568,rep,Republican,VA,2025-01-03,2027-01-03,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,RepMGriffith,234057152.0,hmorgangriffith,,RepMorganGriffith,https://www.youtube.com/channel/UCzxqD7EY_Rdvbc0spbaYkJA
Paul,Gosar,G000565,rep,Republican,AZ,2025-01-03,2027-01-03,repgosar,UC5orqw_9acsKWSRbrqTDXBw,RepGosar,240760644.0,REPGOSAR,,repgosar,https://www.youtube.com/channel/UC5orqw_9acsKWSRbrqTDXBw
John,Garamendi,G000559,rep,Democrat,CA,2025-01-03,2027-01-03,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,RepGaramendi,88806753.0,repgaramendi,,repgaramendi,https://www.youtube.com/channel/UCRym1qsO72C39gX6pBu4icg
Al,Green,G000553,rep,Democrat,TX,2025-01-03,2027-01-03,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,RepAlGreen,156333623.0,repalgreen,,repalgreen,https://www.youtube.com/channel/UCFtgMZm1YUXaZ8OtOj-GDjA
Charles,Fleischmann,F000459,rep,Republican,TN,2025-01-03,2027-01-03,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,RepChuck,235190657.0,,,repchuck,https://www.youtube.com/channel/UCTtRrJkM-R-f2K0byCMvHgw
Virginia,Foxx,F000450,rep,Republican,NC,2025-01-03,2027-01-03,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,VirginiaFoxx,16256269.0,repvirginiafoxx,,RepVirginiaFoxx,https://www.youtube.com/channel/UCggineJcxJn80TRXxdQbx6w
Scott,DesJarlais,D000616,rep,Republican,TN,2025-01-03,2027-01-03,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,DesJarlaisTN04,235312723.0,desjarlaistn04,260930821.0,ScottDesJarlaisTN04,https://www.youtube.com/channel/UCvjuSLoi3hS0ECQvJLhwOkA
Mario,Diaz-Balart,D000600,rep,Republican,FL,2025-01-03,2027-01-03,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,MarioDB,37094727.0,repmariodb,316477657.0,mdiazbalart,https://www.youtube.com/channel/UCpEEd0Plxx5D78pI4a4mFTQ
Lloyd,Doggett,D000399,rep,Democrat,TX,2025-01-03,2027-01-03,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,RepLloydDoggett,153944899.0,replloyddoggett,,lloyddoggett,https://www.youtube.com/channel/UCN-kiLKyHPcfRVZ28sAHS_g
Rosa,DeLauro,D000216,rep,Democrat,CT,2025-01-03,2027-01-03,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,RosaDeLauro,140519774.0,,,CongresswomanRosaDeLauro,https://www.youtube.com/channel/UC9ROfGBm7kSLCEDYwFF6McQ
Diana,DeGette,D000197,rep,Democrat,CO,2025-01-03,2027-01-03,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,RepDianaDeGette,28599820.0,,,DianaDeGette,https://www.youtube.com/channel/UCWFQCRTHwsHg9P1Hf-EQtew
Eric,Crawford,C001087,rep,Republican,AR,2025-01-03,2027-01-03,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,RepRickCrawford,233693291.0,reprickcrawford,389864684.0,RepRickCrawford,https://www.youtube.com/channel/UCLKAkVl4BHRK73lmDiIgPYg
Judy,Chu,C001080,rep,Democrat,CA,2025-01-03,2027-01-03,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,RepJudyChu,193732179.0,repjudychu,,RepJudyChu,https://www.youtube.com/channel/UCfcbYOvdEXZNelM8T05nK-w
André,Carson,C001072,rep,Democrat,IN,2025-01-03,2027-01-03,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,RepAndreCarson,199325935.0,repandrecarson,,CongressmanAndreCarson,https://www.youtube.com/channel/UCprUnnEgM2VUGmAKSaZXCSw
Joe,Courtney,C001069,rep,Democrat,CT,2025-01-03,2027-01-03,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,RepJoeCourtney,85396297.0,repjoecourtney,,joecourtney,https://www.youtube.com/channel/UCGVIfe1T2hO1Lx7ap5Wkv1w
Steve,Cohen,C001068,rep,Democrat,TN,2025-01-03,2027-01-03,repcohen,UC_NJlnsOBjOameUwZk0rvsA,RepCohen,162069635.0,repcohen,,CongressmanSteveCohen,https://www.youtube.com/channel/UC_NJlnsOBjOameUwZk0rvsA
Yvette,Clarke,C001067,rep,Democrat,NY,2025-01-03,2027-01-03,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,RepYvetteClarke,240812994.0,repyvettedclarke,,repyvettedclarke,https://www.youtube.com/channel/UC8SuQiuL2P9fUHAxuRoTdUQ
Henry,Cuellar,C001063,rep,Democrat,TX,2025-01-03,2027-01-03,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,RepCuellar,210926192.0,RepCuellar,,152569121550,https://www.youtube.com/channel/UCVgEOdJx3tyILO9EjZ-heEQ
Emanuel,Cleaver,C001061,rep,Democrat,MO,2025-01-03,2027-01-03,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,RepCleaver,163570705.0,repcleaver,,emanuelcleaverii,https://www.youtube.com/channel/UCVC-7CLFjXczoihr5FxDLsw
Jim,Costa,C001059,rep,Democrat,CA,2025-01-03,2027-01-03,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,RepJimCosta,245451804.0,,,RepJimCosta,https://www.youtube.com/channel/UCVgXX23eJEai6GiBOKO6dvA
Tom,Cole,C001053,rep,Republican,OK,2025-01-03,2027-01-03,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,TomColeOK04,23124635.0,TomColeOK04,,TomColeOK04,https://www.youtube.com/channel/UCvqzPm_YnNkfEHpm3SEMJMQ
John,Carter,C001051,rep,Republican,TX,2025-01-03,2027-01-03,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,JudgeCarter,18030431.0,judgecarter,456560563.0,judgecarter,https://www.youtube.com/channel/UC9pkaOrhPfouzkJ8oAdI-1w
James,Clyburn,C000537,rep,Democrat,SC,2025-01-03,2027-01-03,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,RepJamesClyburn,188019606.0,repjamesclyburn,,jameseclyburn,https://www.youtube.com/channel/UCIyU_UA_JEa14gvAwhquKqg
Ken,Calvert,C000059,rep,Republican,CA,2025-01-03,2027-01-03,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,KenCalvert,22545491.0,repkencalvert,,70063393423,https://www.youtube.com/channel/UC5MEj7YOX_QdKoqD_HRxP3A
Vern,Buchanan,B001260,rep,Republican,FL,2025-01-03,2027-01-03,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,VernBuchanan,20467163.0,repvern,344865327.0,CongressmanBuchanan,https://www.youtube.com/channel/UCY4DEy41NxOTdcF8_XAVZvw
Gus,Bilirakis,B001257,rep,Republican,FL,2025-01-03,2027-01-03,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,RepGusBilirakis,26051676.0,gusbilirakis,,GusBilirakis,https://www.youtube.com/channel/UC2z1uu1n4-60xXs5x1mvLJw
Sanford,Bishop,B000490,rep,Democrat,GA,2025-01-03,2027-01-03,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,SanfordBishop,249410485.0,,,sanfordbishop,https://www.youtube.com/channel/UCxF9veLBrkr_CqVq5eFYVGg
Robert,Aderholt,A000055,rep,Republican,AL,2025-01-03,2027-01-03,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,Robert_Aderholt,76452765.0,,,RobertAderholt,https://www.youtube.com/channel/UC71CAgpg1gbLTew_pfTneGA
Suzan,DelBene,D000617,rep,Democrat,WA,2025-01-03,2027-01-03,,UCd00b7TpKDZIr-Ujhaktvjg,RepDelBene,995193054.0,repdelbene,,RepDelBene,https://www.youtube.com/channel/UCd00b7TpKDZIr-Ujhaktvjg
Suzanne,Bonamici,B001278,rep,Democrat,OR,2025-01-03,2027-01-03,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,RepBonamici,558769636.0,RepBonamici,,congresswomanbonamici,https://www.youtube.com/channel/UC0IkAeEiwgzSRTD1TDSvuBw
Mark,Amodei,A000369,rep,Republican,NV,2025-01-03,2027-01-03,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,MarkAmodeiNV2,402719755.0,MarkAmodeiNV2,,MarkAmodeiNV2,https://www.youtube.com/channel/UCjOGx2iqSn1r3BQxaVgYhYw
Eric,Swalwell,S001193,rep,Democrat,CA,2025-01-03,2027-01-03,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,RepSwalwell,942156122.0,repswalwell,338799200.0,CongressmanEricSwalwell,https://www.youtube.com/channel/UCKvwsFNGD4sDkE_9g-2ft0w
Grace,Meng,M001188,rep,Democrat,NY,2025-01-03,2027-01-03,,UCHg516zJKbIBtXFAJ0nu3XQ,RepGraceMeng,1051127714.0,,,repgracemeng,https://www.youtube.com/channel/UCHg516zJKbIBtXFAJ0nu3XQ
Mark,Takano,T000472,rep,Democrat,CA,2025-01-03,2027-01-03,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,RepMarkTakano,1037321378.0,repmarktakano,,RepMarkTakano,https://www.youtube.com/channel/UCJg4F1irmSFeKoXZBaZbX2w
Hakeem,Jeffries,J000294,rep,Democrat,NY,2025-01-03,2027-01-03,,UCYVmbsjoNbQ4j-PCQIYgpWQ,RepJeffries,467823431.0,repjeffries,,RepHakeemJeffries,https://www.youtube.com/channel/UCYVmbsjoNbQ4j-PCQIYgpWQ
David,Joyce,J000295,rep,Republican,OH,2025-01-03,2027-01-03,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,RepDaveJoyce,976969338.0,repdavejoyce,360743678.0,RepDaveJoyce,https://www.youtube.com/channel/UCTu9xz2VYk-jtQv0TVsLyYA
Randy,Weber,W000814,rep,Republican,TX,2025-01-03,2027-01-03,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,TXRandy14,1058051748.0,TXRandy14,,TXRandy14,https://www.youtube.com/channel/UCJSZRrAcd5i1bHLjR66PZdg
Ami,Bera,B001287,rep,Democrat,CA,2025-01-03,2027-01-03,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,RepBera,950783972.0,repbera,,RepAmiBera,https://www.youtube.com/channel/UClJCTCo53Zk6b4kUL-bbdzg
Bill,Foster,F000454,rep,Democrat,IL,2025-01-03,2027-01-03,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,RepBillFoster,1080509366.0,,,CongressmanBillFoster,https://www.youtube.com/channel/UCicixINQr_-3cFHI2bJzFpQ
Lois,Frankel,F000462,rep,Democrat,FL,2025-01-03,2027-01-03,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,RepLoisFrankel,1077121945.0,reploisfrankel,,RepLoisFrankel,https://www.youtube.com/channel/UCEk5viAhxaW_2OK20-yBwzQ
Richard,Hudson,H001067,rep,Republican,NC,2025-01-03,2027-01-03,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,RepRichHudson,935033864.0,,,RepRichHudson,https://www.youtube.com/channel/UC9Q1qCvnQR7rHERjTjJl5Pg
Marc,Veasey,V000131,rep,Democrat,TX,2025-01-03,2027-01-03,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,RepVeasey,1074129612.0,repveasey,676925345.0,CongressmanMarcVeasey,https://www.youtube.com/channel/UC2CRp1KF5uljZyhDRPR-72Q
Scott,Perry,P000605,rep,Republican,PA,2025-01-03,2027-01-03,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,RepScottPerry,18773159.0,repscottperry,519463466.0,repscottperry,https://www.youtube.com/channel/UCzgrU5PT_HHRgf5hXPen4dQ
Raul,Ruiz,R000599,rep,Democrat,CA,2025-01-03,2027-01-03,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,RepRaulRuizMD,1089859058.0,,,CongressmanRaulRuizMD,https://www.youtube.com/channel/UCSDk-cyNPCo1iy6rweSPmBw
Ann,Wagner,W000812,rep,Republican,MO,2025-01-03,2027-01-03,,UCy2v2DXXvQnbRc8Zx77Dnsg,RepAnnWagner,1051446626.0,repannwagner,,RepAnnWagner,https://www.youtube.com/channel/UCy2v2DXXvQnbRc8Zx77Dnsg
Garland,Barr,B001282,rep,Republican,KY,2025-01-03,2027-01-03,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,RepAndyBarr,1089334250.0,RepAndyBarr,,RepAndyBarr,https://www.youtube.com/channel/UCVL2s6x7f7H0ZJ-uwU0pQ6Q
Danny,Davis,D000096,rep,Democrat,IL,2025-01-03,2027-01-03,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,RepDannyDavis,789244177.0,,,CongressmanDKDavis,https://www.youtube.com/channel/UCdhrT09_XMr31tuI8OcKsjQ
Sam,Graves,G000546,rep,Republican,MO,2025-01-03,2027-01-03,,UCdg2ybvoHsSW6t7iJnKHlNg,RepSamGraves,29766367.0,repsamgraves,,118514606128,https://www.youtube.com/channel/UCdg2ybvoHsSW6t7iJnKHlNg
Roger,Williams,W000816,rep,Republican,TX,2025-01-03,2027-01-03,,UCBtfmMMQarjtLB9U_pWMOhw,RepRWilliams,1077446982.0,,,RepRogerWilliams,https://www.youtube.com/channel/UCBtfmMMQarjtLB9U_pWMOhw
Jared,Huffman,H001068,rep,Democrat,CA,2025-01-03,2027-01-03,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,RepHuffman,1071102246.0,rephuffman,,RepHuffman,https://www.youtube.com/channel/UCJU6SP1ppp1ZhSiqZLiFgDA
Andy,Harris,H001052,rep,Republican,MD,2025-01-03,2027-01-03,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,RepAndyHarrisMD,960962340.0,,,AndyHarrisMD,https://www.youtube.com/channel/UCvUuV7FiJfJi1yux4qozgMg
Scott,Peters,P000608,rep,Democrat,CA,2025-01-03,2027-01-03,,UCQK77QJxW7Xr-S3zqeMd-0g,RepScottPeters,1135486501.0,repscottpeters,,RepScottPeters,https://www.youtube.com/channel/UCQK77QJxW7Xr-S3zqeMd-0g
Joaquin,Castro,C001091,rep,Democrat,TX,2025-01-03,2027-01-03,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,JoaquinCastrotx,231510077.0,joaquincastrotx,378492005.0,326420614138023,https://www.youtube.com/channel/UCsRxWnFdRiV2od1O5v5nEeQ
Brett,Guthrie,G000558,rep,Republican,KY,2025-01-03,2027-01-03,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,RepGuthrie,1908143071.0,repguthrie,,CongressmanGuthrie,https://www.youtube.com/channel/UCdJhDw-YbdH0RHfWK0sIfiw
Doug,LaMalfa,L000578,rep,Republican,CA,2025-01-03,2027-01-03,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,RepLaMalfa,1069124515.0,repdouglamalfa,,RepLaMalfa,https://www.youtube.com/channel/UCUzz1XDn862fxirervSB2Yw
Kathy,Castor,C001066,rep,Democrat,FL,2025-01-03,2027-01-03,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,USRepKCastor,1880674038.0,usrepkathycastor,,USRepKathyCastor,https://www.youtube.com/channel/UC_irxhmLqVenTFPxDxznG6g
Mark,Pocan,P000607,rep,Democrat,WI,2025-01-03,2027-01-03,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,RepMarkPocan,1206227149.0,repmarkpocan,1422301608.0,repmarkpocan,https://www.youtube.com/channel/UCz5b47WER_u3dUGV_Zi70dQ
Juan,Vargas,V000130,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,RepJuanVargas,1260172386.0,repjuanvargas,,RepJuanVargas,https://www.youtube.com/channel/UCpMthf8y7bEMJH_td0dznRQ
Julia,Brownley,B001285,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,RepBrownley,1243902714.0,RepBrownley,,RepJuliaBrownley,https://www.youtube.com/channel/UCFrC4Ouk5R6xQztS9PZin_A
Thomas,Massie,M001184,rep,Republican,KY,2025-01-03,2027-01-03,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,RepThomasMassie,975200486.0,repthomasmassie,,RepThomasMassie,https://www.youtube.com/channel/UCpmXOtvvXC3GE8o9VxYNK7g
Robin,Kelly,K000385,rep,Democrat,IL,2025-01-03,2027-01-03,,UCLhcNPX2nNQLNzwKW0nEykg,RepRobinKelly,1339931490.0,reprobinkelly,,reprobinkelly,https://www.youtube.com/channel/UCLhcNPX2nNQLNzwKW0nEykg
Joyce,Beatty,B001281,rep,Democrat,OH,2025-01-03,2027-01-03,,UCtVl3kb7Xvt3pY7l6x-M6LA,RepBeatty,1531521632.0,repbeatty,554027718.0,RepJoyceBeatty,https://www.youtube.com/channel/UCtVl3kb7Xvt3pY7l6x-M6LA
Jason,Smith,S001195,rep,Republican,MO,2025-01-03,2027-01-03,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,RepJasonSmith,1623308912.0,,,repjasonsmith,https://www.youtube.com/channel/UCzj9-27Lr4gcqopmZAobXXg
Christopher,Smith,S000522,rep,Republican,NJ,2025-01-03,2027-01-03,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,,repchrissmith,,RepChrisSmith,https://www.youtube.com/channel/UCtCNUDo3-I1gsd_03ppDfZg
Katherine,Clark,C001101,rep,Democrat,MA,2025-01-03,2027-01-03,,UCgaI52w7QKI8LtkSeCCmSuw,RepKClark,2293131060.0,repkclark,,CongresswomanClark,https://www.youtube.com/channel/UCgaI52w7QKI8LtkSeCCmSuw
Dan,Newhouse,N000189,rep,Republican,WA,2025-01-03,2027-01-03,,UCllbsv_aoIaPS6W3aSonZlw,RepNewhouse,2930635215.0,repnewhouse,,RepNewhouse,https://www.youtube.com/channel/UCllbsv_aoIaPS6W3aSonZlw
Barry,Loudermilk,L000583,rep,Republican,GA,2025-01-03,2027-01-03,,UC2Kfw8fjca8k3w3KpzL5tNg,RepLoudermilk,2914163523.0,RepLoudermilk,,reploudermilk,https://www.youtube.com/channel/UC2Kfw8fjca8k3w3KpzL5tNg
Earl,Carter,C001103,rep,Republican,GA,2025-01-03,2027-01-03,,UCHQm49T6ikD_ioMAt50AwKQ,RepBuddyCarter,2973870195.0,repbuddycarter,,congressmanbuddycarter,https://www.youtube.com/channel/UCHQm49T6ikD_ioMAt50AwKQ
Mike,Bost,B001295,rep,Republican,IL,2025-01-03,2027-01-03,,UCYA1psY06vSf3QadHuCrmjQ,RepBost,2964877294.0,,,RepBost,https://www.youtube.com/channel/UCYA1psY06vSf3QadHuCrmjQ
Alma,Adams,A000370,rep,Democrat,NC,2025-01-03,2027-01-03,,UCPI9ao1Cr1nxEUD2r-usRjQ,RepAdams,2916086925.0,repadams,,CongresswomanAdams,https://www.youtube.com/channel/UCPI9ao1Cr1nxEUD2r-usRjQ
John,Moolenaar,M001194,rep,Republican,MI,2025-01-03,2027-01-03,,UCnMvVN4a8roZu4crE0UW2DA,RepMoolenaar,2696643955.0,RepMoolenaar,,RepMoolenaar,https://www.youtube.com/channel/UCnMvVN4a8roZu4crE0UW2DA
Elise,Stefanik,S001196,rep,Republican,NY,2025-01-03,2027-01-03,,UCHvf42C8Vw6QnjwO2L2ukKA,RepStefanik,2962813893.0,repstefanik,,RepEliseStefanik,https://www.youtube.com/channel/UCHvf42C8Vw6QnjwO2L2ukKA
David,Rouzer,R000603,rep,Republican,NC,2025-01-03,2027-01-03,,UCBvOxpqoGi1HlHjX9v_gHZw,RepDavidRouzer,834069080.0,repdavidrouzer,,RepRouzer,https://www.youtube.com/channel/UCBvOxpqoGi1HlHjX9v_gHZw
Gary,Palmer,P000609,rep,Republican,AL,2025-01-03,2027-01-03,,UCYZfP-cNIvlJY3AcAc9OPpQ,USRepGaryPalmer,2861616083.0,repgarypalmer,1551536636.0,CongressmanGaryPalmer,https://www.youtube.com/channel/UCYZfP-cNIvlJY3AcAc9OPpQ
Tom,Emmer,E000294,rep,Republican,MN,2025-01-03,2027-01-03,RepTomEmmer,,RepTomEmmer,2914515430.0,reptomemmer,1565640999.0,reptomemmer,
Bruce,Westerman,W000821,rep,Republican,AR,2025-01-03,2027-01-03,,UCNshPbmupCwP5a7Hi79jETQ,RepWesterman,2852998461.0,,,RepWesterman,https://www.youtube.com/channel/UCNshPbmupCwP5a7Hi79jETQ
J.,Hill,H001072,rep,Republican,AR,2025-01-03,2027-01-03,,UCT8uWroJtkwSsCJlVg0IKvQ,RepFrenchHill,2953974395.0,repfrenchhill,,RepFrenchHill,https://www.youtube.com/channel/UCT8uWroJtkwSsCJlVg0IKvQ
Brian,Babin,B001291,rep,Republican,TX,2025-01-03,2027-01-03,,UCPVEZgw-VbDRbLV1MRGVQNQ,RepBrianBabin,2929491549.0,,,RepBrianBabin,https://www.youtube.com/channel/UCPVEZgw-VbDRbLV1MRGVQNQ
Debbie,Dingell,D000624,rep,Democrat,MI,2025-01-03,2027-01-03,,UCnoP3KLT-HOvzDfC1-I-9lQ,RepDebDingell,2970279814.0,repdingell,,RepDebbieDingell,https://www.youtube.com/channel/UCnoP3KLT-HOvzDfC1-I-9lQ
Norma,Torres,T000474,rep,Democrat,CA,2025-01-03,2027-01-03,,UCvWY4qKP6--o3pIJY7hhKDg,NormaJTorres,236279233.0,repnormatorres,,RepNormaTorres,https://www.youtube.com/channel/UCvWY4qKP6--o3pIJY7hhKDg
Rick,Allen,A000372,rep,Republican,GA,2025-01-03,2027-01-03,,UCZPoYXHFDAV17BGLMzGAmpg,RepRickAllen,2964287128.0,Rep_RickAllen,1666787116.0,CongressmanRickAllen,https://www.youtube.com/channel/UCZPoYXHFDAV17BGLMzGAmpg
Brendan,Boyle,B001296,rep,Democrat,PA,2025-01-03,2027-01-03,,UCMP_Anj7lz4eZuSh8GwFqQQ,CongBoyle,4304448314.0,,,CongressmanBoyle,https://www.youtube.com/channel/UCMP_Anj7lz4eZuSh8GwFqQQ
Pete,Aguilar,A000371,rep,Democrat,CA,2025-01-03,2027-01-03,,UCxwbFLOlKDsXrwizV5jah7g,RepPeteAguilar,3018670151.0,,,reppeteaguilar,https://www.youtube.com/channel/UCxwbFLOlKDsXrwizV5jah7g
Stacey,Plaskett,P000610,rep,Democrat,VI,2025-01-03,2027-01-03,,UC3V7biFZHDFHDFZy6cCSZUA,StaceyPlaskett,2724095695.0,stacey_plaskett,,repstaceyplaskett,https://www.youtube.com/channel/UC3V7biFZHDFHDFZy6cCSZUA
Bonnie,Watson Coleman,W000822,rep,Democrat,NJ,2025-01-03,2027-01-03,,UCrxEaX0VKZKwg3930du2D5A,RepBonnie,2968451607.0,repbonnie,,RepBonnie,https://www.youtube.com/channel/UCrxEaX0VKZKwg3930du2D5A
Ted,Lieu,L000582,rep,Democrat,CA,2025-01-03,2027-01-03,,UC9qcJxTqfDNBnVul1IojlFg,RepTedLieu,3044993235.0,RepTedLieu,,RepTedLieu,https://www.youtube.com/channel/UC9qcJxTqfDNBnVul1IojlFg
Seth,Moulton,M001196,rep,Democrat,MA,2025-01-03,2027-01-03,,UC5w5qn7nj5Ljy69LTV7a_fQ,RepMoulton,3091316093.0,repmoulton,,CongressmanSethMoulton,https://www.youtube.com/channel/UC5w5qn7nj5Ljy69LTV7a_fQ
Donald,Beyer,B001292,rep,Democrat,VA,2025-01-03,2027-01-03,,UCPJGVbOVcAVGiBwq8qr_T9w,RepDonBeyer,2962868158.0,repdonbeyer,,RepDonBeyer,https://www.youtube.com/channel/UCPJGVbOVcAVGiBwq8qr_T9w
Glenn,Grothman,G000576,rep,Republican,WI,2025-01-03,2027-01-03,,UCui4k83Cot4aeVW_8T33fgg,RepGrothman,2976606250.0,repglenngrothman,,RepGrothman,https://www.youtube.com/channel/UCui4k83Cot4aeVW_8T33fgg
Donald,Norcross,N000188,rep,Democrat,NJ,2025-01-03,2027-01-03,,UC7kXK_PyDiOT8YrdP0jYZHw,DonaldNorcross,3122099613.0,donald_norcross,,DonaldNorcrossNJ,https://www.youtube.com/channel/UC7kXK_PyDiOT8YrdP0jYZHw
Trent,Kelly,K000388,rep,Republican,MS,2025-01-03,2027-01-03,,UCtDrz-8tdg4ZgOAQHToSWaQ,RepTrentKelly,3317799825.0,reptrentkelly,,reptrentkelly,https://www.youtube.com/channel/UCtDrz-8tdg4ZgOAQHToSWaQ
Darin,LaHood,L000585,rep,Republican,IL,2025-01-03,2027-01-03,,UCVRbtFwaBGcixZIkygtalRw,RepLaHood,3686482216.0,,,replahood,https://www.youtube.com/channel/UCVRbtFwaBGcixZIkygtalRw
Jamie,Raskin,R000606,rep,Democrat,MD,2025-01-03,2027-01-03,,UChxDE6vho5BfBTOqiBsDmKg,RepRaskin,8.069063552148521e+17,repraskin,,repraskin,https://www.youtube.com/channel/UChxDE6vho5BfBTOqiBsDmKg
Jimmy,Panetta,P000613,rep,Democrat,CA,2025-01-03,2027-01-03,,UCmw-aERG51C96edMDPN7fXQ,RepJimmyPanetta,7.967366125541171e+17,repjimmypanetta,,RepJimmyPanetta,https://www.youtube.com/channel/UCmw-aERG51C96edMDPN7fXQ
Neal,Dunn,D000628,rep,Republican,FL,2025-01-03,2027-01-03,,UCRTGfrYP-RuDzJ2KGok7TRA,DrNealDunnFL2,8.15952318487298e+17,,,drnealdunnfl2,https://www.youtube.com/channel/UCRTGfrYP-RuDzJ2KGok7TRA
Andy,Biggs,B001302,rep,Republican,AZ,2025-01-03,2027-01-03,,UCqSq9kWOxk9yNTeILBCVC1w,RepAndyBiggsAZ,8.166526166251684e+17,repandybiggs,,RepAndyBiggs,https://www.youtube.com/channel/UCqSq9kWOxk9yNTeILBCVC1w
Brian,Mast,M001199,rep,Republican,FL,2025-01-03,2027-01-03,repbrianmast,,RepBrianMast,8.141039504042394e+17,RepBrianMast,,repbrianmast,
Warren,Davidson,D000626,rep,Republican,OH,2025-01-03,2027-01-03,,UCMzuyZWzk44YRNesFzPTeUw,WarrenDavidson,7.427355302873047e+17,instawarrendavidson,,CongressmanWarrenDavidson,https://www.youtube.com/channel/UCMzuyZWzk44YRNesFzPTeUw
Vicente,Gonzalez,G000581,rep,Democrat,TX,2025-01-03,2027-01-03,,UC5H6oYLKQ_xIXO5CG7fh4hw,RepGonzalez,8.185361525882388e+17,repvicentegonzaleztx,,USCongressmanVicenteGonzalez,https://www.youtube.com/channel/UC5H6oYLKQ_xIXO5CG7fh4hw
Ro,Khanna,K000389,rep,Democrat,CA,2025-01-03,2027-01-03,,UCr4KOYv1o1oEQhy1jhhm3pQ,RepRoKhanna,8.162989184682598e+17,reprokhanna,,RepRoKhanna,https://www.youtube.com/channel/UCr4KOYv1o1oEQhy1jhhm3pQ
Jodey,Arrington,A000375,rep,Republican,TX,2025-01-03,2027-01-03,UC3lif8TFPOe-tJ2-pE4Rp7Q,,RepArrington,8.162846646588744e+17,repjodeyarrington,,JodeyArrington,
