first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Aumua Amata,Radewagen,R000600,rep,Republican,AS,2025-01-03,2027-01-03,,UCGdrLQbt1PYDTPsampx4t1A,RepAmata,3026622545,,,aumuaamata
Todd,Young,Y000064,sen,Republican,IN,2023-01-03,2029-01-03,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,SenToddYoung,234128524,sentoddyoung,,SenatorToddYoung
Joni,Ernst,E000295,sen,Republican,IA,2021-01-03,2027-01-03,,UCLwrmtF_84FIcK3TyMs4MIw,SenJoniErnst,2856787757,senjoniernst,1582702853,senjoniernst
Thom,Tillis,T000476,sen,Republican,NC,2021-01-03,2027-01-03,,UCUD9VGV4SSGWjGdbn37Ea2w,SenThomTillis,2964174789,senthomtillis,,SenatorThomTillis
Steve,Womack,W000809,rep,Republican,AR,2025-01-03,2027-01-03,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,Rep_SteveWomack,234469322,rep_stevewomack,,RepSteveWomack
Frederica,Wilson,W000808,rep,Democrat,FL,2025-01-03,2027-01-03,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,RepWilson,234014087,repwilson,,RepWilson
Daniel,Webster,W000806,rep,Republican,FL,2025-01-03,2027-01-03,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,RepWebster,281540744,,,RepWebster
Mark,Warner,W000805,sen,Democrat,VA,2021-01-03,2027-01-03,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,MarkWarner,7429102,senatorwarner,515327940,MarkRWarner
Robert,Wittman,W000804,rep,Republican,VA,2025-01-03,2027-01-03,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,RobWittman,15356407,reprobwittman,,RepRobWittman
Sheldon,Whitehouse,W000802,sen,Democrat,RI,2025-01-03,2031-01-03,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,SenWhitehouse,242555999,SenWhitehouse,,SenatorWhitehouse
Peter,Welch,W000800,sen,Democrat,VT,2023-01-03,2029-01-03,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,PeterWelch,1410590874,reppeterwelch,1559860900,PeterWelch
Tim,Walberg,W000798,rep,Republican,MI,2025-01-03,2027-01-03,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,RepWalberg,237862972,repwalberg,,RepWalberg
Debbie,Wasserman Schultz,W000797,rep,Democrat,FL,2025-01-03,2027-01-03,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,RepDWStweets,1140648348,RepDWSTweets,,RepDWS
Joe,Wilson,W000795,rep,Republican,SC,2025-01-03,2027-01-03,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,RepJoeWilson,254082173,repjoewilson,519685522,JoeWilson
Ron,Wyden,W000779,sen,Democrat,OR,2023-01-03,2029-01-03,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,RonWyden,250188760,ronwyden,9443881,senatorronwyden
Roger,Wicker,W000437,sen,Republican,MS,2025-01-03,2031-01-03,SenatorWicker,UCIlKHiTjSkcQP_knBcXHWSg,SenatorWicker,264219447,senatorwicker,367948073,SenatorWicker
Maxine,Waters,W000187,rep,Democrat,CA,2025-01-03,2027-01-03,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,RepMaxineWaters,36686040,repmaxinewaters,,MaxineWaters
Chris,Van Hollen,V000128,sen,Democrat,MD,2023-01-03,2029-01-03,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,ChrisVanHollen,18137749,chrisvanhollen,268595235,chrisvanhollen
Nydia,Velázquez,V000081,rep,Democrat,NY,2025-01-03,2027-01-03,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,NydiaVelazquez,164369297,,,8037068318
Paul,Tonko,T000469,rep,Democrat,NY,2025-01-03,2027-01-03,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,RepPaulTonko,84119348,reppaultonko,,reppaultonko
Dina,Titus,T000468,rep,Democrat,NV,2025-01-03,2027-01-03,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,RepDinaTitus,122174004,dinatitusnv,1110185253,CongresswomanTitus
Glenn,Thompson,T000467,rep,Republican,PA,2025-01-03,2027-01-03,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,CongressmanGT,18967498,congressman_gt,,CongressmanGT
Michael,Turner,T000463,rep,Republican,OH,2025-01-03,2027-01-03,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,RepMikeTurner,51228911,repmiketurner,,RepMikeTurner
Mike,Thompson,T000460,rep,Democrat,CA,2025-01-03,2027-01-03,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,RepThompson,303861808,,,RepMikeThompson
John,Thune,T000250,sen,Republican,SD,2023-01-03,2029-01-03,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,SenJohnThune,296361085,senjohnthune,,LeaderJohnThune
Bennie,Thompson,T000193,rep,Democrat,MS,2025-01-03,2027-01-03,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,BennieGThompson,82453460,benniegthompson,347410575,CongressmanBennieGThompson
Austin,Scott,S001189,rep,Republican,GA,2025-01-03,2027-01-03,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,AustinScottGA08,234797704,,,RepAustinScott
Terri,Sewell,S001185,rep,Democrat,AL,2025-01-03,2027-01-03,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,RepTerriSewell,381152398,repterriasewell,,RepSewell
Tim,Scott,S001184,sen,Republican,SC,2023-01-03,2029-01-03,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,SenatorTimScott,217543151,SenatorTimScott,,SenatorTimScott
David,Schweikert,S001183,rep,Republican,AZ,2025-01-03,2027-01-03,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,RepDavid,229197216,repdavid,181147397,repdavidschweikert
Jeanne,Shaheen,S001181,sen,Democrat,NH,2021-01-03,2027-01-03,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,SenatorShaheen,109287731,senatorshaheen,,SenatorShaheen
Steve,Scalise,S001176,rep,Republican,LA,2025-01-03,2027-01-03,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,SteveScalise,1209417007,stevescalise,1210937919,RepSteveScalise
Adrian,Smith,S001172,rep,Republican,NE,2025-01-03,2027-01-03,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,RepAdrianSmith,296245061,RepAdrianSmith,,repadriansmith
David,Scott,S001157,rep,Democrat,GA,2025-01-03,2027-01-03,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,RepDavidScott,168673083,RepDavidScott,,113303673339
Linda,Sánchez,S001156,rep,Democrat,CA,2025-01-03,2027-01-03,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,RepLindaSanchez,312134473,replindasanchez,,CongresswomanLindaSanchez
Michael,Simpson,S001148,rep,Republican,ID,2025-01-03,2027-01-03,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,CongMikeSimpson,76132891,congressmanmikesimpson,,96007744606
Janice,Schakowsky,S001145,rep,Democrat,IL,2025-01-03,2027-01-03,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,JanSchakowsky,24195214,JanSchakowsky,,janschakowsky
Rick,Scott,S001217,sen,Republican,FL,2025-01-03,2031-01-03,,UC-Y9pFmW4PYGZHkC8lcqSkQ,SenRickScott,131546062,flsenrickscott,,RickScottSenOffice
Adam,Smith,S000510,rep,Democrat,WA,2025-01-03,2027-01-03,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,RepAdamSmith,58928690,repadamsmith,,RepAdamSmith
Brad,Sherman,S000344,rep,Democrat,CA,2025-01-03,2027-01-03,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,BradSherman,30216513,congressmansherman,,63158229861
Robert,Scott,S000185,rep,Democrat,VA,2025-01-03,2027-01-03,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,BobbyScott,161791703,repbobbyscott,1173348983,RepBobbyScott
Charles,Schumer,S000148,sen,Democrat,NY,2023-01-03,2029-01-03,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,SenSchumer,17494010,senschumer,,senschumer
Bernard,Sanders,S000033,sen,Independent,VT,2025-01-03,2031-01-03,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,SenSanders,29442313,,,senatorsanders
Mike,Rogers,R000575,rep,Republican,AL,2025-01-03,2027-01-03,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,RepMikeRogersAL,33977070,repmikerogersal,259435765,CongressmanMikeDRogers
Harold,Rogers,R000395,rep,Republican,KY,2025-01-03,2027-01-03,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,RepHalRogers,550401754,rephalrogers,,CongressmanHalRogers
John,Reed,R000122,sen,Democrat,RI,2021-01-03,2027-01-03,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,SenJackReed,486694111,,,SenJackReed
Mike,Quigley,Q000023,rep,Democrat,IL,2025-01-03,2027-01-03,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,RepMikeQuigley,56864092,repmikequigley,1403659583,repmikequigley
Rand,Paul,P000603,sen,Republican,KY,2023-01-03,2029-01-03,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,SenRandPaul,1.30E+18,senatorrandpaul,541357095,SenatorRandPaul
Chellie,Pingree,P000597,rep,Democrat,ME,2025-01-03,2027-01-03,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,ChelliePingree,14984637,chelliepingree,,ChelliePingree
Gary,Peters,P000595,sen,Democrat,MI,2021-01-03,2027-01-03,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,SenGaryPeters,236511574,sengarypeters,1640246681,SenGaryPeters
Nancy,Pelosi,P000197,rep,Democrat,CA,2025-01-03,2027-01-03,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,SpeakerPelosi,15764644,,,NancyPelosi
Frank,Pallone,P000034,rep,Democrat,NJ,2025-01-03,2027-01-03,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,FrankPallone,31801993,repfrankpallone,,repfrankpallone
Eleanor,Norton,N000147,rep,Democrat,DC,2025-01-03,2027-01-03,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,EleanorNorton,23600262,congresswomannorton,,CongresswomanNorton
Richard,Neal,N000015,rep,Democrat,MA,2025-01-03,2027-01-03,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,RepRichardNeal,442824717,,,reprichardneal
Jerrold,Nadler,N000002,rep,Democrat,NY,2025-01-03,2027-01-03,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,RepJerryNadler,40302336,,,CongressmanNadler
Tom,McClintock,M001177,rep,Republican,CA,2025-01-03,2027-01-03,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,RepMcClintock,50152441,repmcclintock,,81125319109
Jeff,Merkley,M001176,sen,Democrat,OR,2021-01-03,2027-01-03,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,SenJeffMerkley,29201047,senjeffmerkley,501463589,jeffmerkley
Doris,Matsui,M001163,rep,Democrat,CA,2025-01-03,2027-01-03,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,DorisMatsui,38254095,repdorismatsui,,doris.matsui
Gwen,Moore,M001160,rep,Democrat,WI,2025-01-03,2027-01-03,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,RepGwenMoore,22669526,RepGwenMoore,,GwenSMoore
Michael,McCaul,M001157,rep,Republican,TX,2025-01-03,2027-01-03,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,RepMcCaul,26424123,congressman_mccaul,,michaeltmccaul
Lisa,Murkowski,M001153,sen,Republican,AK,2023-01-03,2029-01-03,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,LisaMurkowski,18061669,senlisamurkowski,,SenLisaMurkowski
Betty,McCollum,M001143,rep,Democrat,MN,2025-01-03,2027-01-03,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,BettyMcCollum04,516880804,repbettymccollum,,repbettymccollum
Gregory,Meeks,M001137,rep,Democrat,NY,2025-01-03,2027-01-03,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,RepGregoryMeeks,22812754,repgregorymeeks,,gregorymeeksny05
Patty,Murray,M001111,sen,Democrat,WA,2023-01-03,2029-01-03,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,PattyMurray,293131808,senpattymurray,426137845,
Jerry,Moran,M000934,sen,Republican,KS,2023-01-03,2029-01-03,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,JerryMoran,18632666,senjerrymoran,298271065,jerrymoran
Mitch,McConnell,M000355,sen,Republican,KY,2021-01-03,2027-01-03,,,McConnellPress,339822881,mcconnellpress,,mitchmcconnell
James,McGovern,M000312,rep,Democrat,MA,2025-01-03,2027-01-03,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,RepMcGovern,242426145,repmcgovern,,RepJimMcGovern
Edward,Markey,M000133,sen,Democrat,MA,2021-01-03,2027-01-03,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,SenMarkey,21406834,senmarkeymemes,,EdJMarkey
Mike,Lee,L000577,sen,Republican,UT,2023-01-03,2029-01-03,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,SenMikeLee,88784440,senmikelee,391361701,senatormikelee
James,Lankford,L000575,sen,Republican,OK,2023-01-03,2029-01-03,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,SenatorLankford,225921757,senatorlankford,1552251018,SenatorLankford
Ben,Luján,L000570,sen,Democrat,NM,2021-01-03,2027-01-03,,,SenatorLujan,19318314,senatorlujan,,SenatorLujan
Robert,Latta,L000566,rep,Republican,OH,2025-01-03,2027-01-03,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,BobLatta,15394954,boblatta,26367713,boblatta
Stephen,Lynch,L000562,rep,Democrat,MA,2025-01-03,2027-01-03,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,RepStephenLynch,310310133,repstephenlynch,,repstephenlynch
Rick,Larsen,L000560,rep,Democrat,WA,2025-01-03,2027-01-03,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,RepRickLarsen,404132211,repricklarsen,,RepRickLarsen
John,Larson,L000557,rep,Democrat,CT,2025-01-03,2027-01-03,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,RepJohnLarson,50452197,RepJohnBLarson,,RepJohnLarson
Frank,Lucas,L000491,rep,Republican,OK,2025-01-03,2027-01-03,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,RepFrankLucas,242772524,repfranklucas,,RepFrankLucas
Zoe,Lofgren,L000397,rep,Democrat,CA,2025-01-03,2027-01-03,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,RepZoeLofgren,267938462,,,zoelofgren
Mike,Kelly,K000376,rep,Republican,PA,2025-01-03,2027-01-03,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,MikeKellyPA,935368364,,,191056827594903
William,Keating,K000375,rep,Democrat,MA,2025-01-03,2027-01-03,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,USRepKeating,232992031,,,Congressman.Keating
Marcy,Kaptur,K000009,rep,Democrat,OH,2025-01-03,2027-01-03,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,RepMarcyKaptur,581141508,repmarcykaptur,,RepresentativeMarcyKaptur
Ron,Johnson,J000293,sen,Republican,WI,2023-01-03,2029-01-03,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,SenRonJohnson,233737858,senronjohnson,,senronjohnson
Jim,Jordan,J000289,rep,Republican,OH,2025-01-03,2027-01-03,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,Jim_Jordan,18166778,,,repjimjordan
Henry,Johnson,J000288,rep,Democrat,GA,2025-01-03,2027-01-03,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,RepHankJohnson,24745957,rephankjohnson,,115356957005
John,Hoeven,H001061,sen,Republican,ND,2023-01-03,2029-01-03,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,SenJohnHoeven,382791093,senjohnhoeven,1237544252,SenatorJohnHoeven
Bill,Huizenga,H001058,rep,Republican,MI,2025-01-03,2027-01-03,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,RepHuizenga,233949261,RepHuizenga,,RepHuizenga
James,Himes,H001047,rep,Democrat,CT,2025-01-03,2027-01-03,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,jahimes,,repjimhimes,,CongressmanJimHimes
Martin,Heinrich,H001046,sen,Democrat,NM,2025-01-03,2031-01-03,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,MartinHeinrich,1099199839,senatormartinheinrich,285288987,MartinHeinrich
Mazie,Hirono,H001042,sen,Democrat,HI,2025-01-03,2031-01-03,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,MazieHirono,92186819,maziehirono,304094084,senatorhirono
Steny,Hoyer,H000874,rep,Democrat,MD,2025-01-03,2027-01-03,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,RepStenyHoyer,22012091,repstenyhoyer,51616645,WhipHoyer
H.,Griffith,G000568,rep,Republican,VA,2025-01-03,2027-01-03,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,RepMGriffith,234057152,hmorgangriffith,,RepMorganGriffith
Paul,Gosar,G000565,rep,Republican,AZ,2025-01-03,2027-01-03,repgosar,UC5orqw_9acsKWSRbrqTDXBw,RepGosar,240760644,REPGOSAR,,repgosar
John,Garamendi,G000559,rep,Democrat,CA,2025-01-03,2027-01-03,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,RepGaramendi,88806753,repgaramendi,,repgaramendi
Al,Green,G000553,rep,Democrat,TX,2025-01-03,2027-01-03,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,RepAlGreen,156333623,repalgreen,,repalgreen
Charles,Grassley,G000386,sen,Republican,IA,2023-01-03,2029-01-03,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,ChuckGrassley,10615232,senatorchuckgrassley,,grassley
Lindsey,Graham,G000359,sen,Republican,SC,2021-01-03,2027-01-03,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,GrahamBlog,14845376,,,USSenatorLindseyGraham
Charles,Fleischmann,F000459,rep,Republican,TN,2025-01-03,2027-01-03,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,RepChuck,235190657,,,repchuck
Virginia,Foxx,F000450,rep,Republican,NC,2025-01-03,2027-01-03,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,VirginiaFoxx,16256269,repvirginiafoxx,,RepVirginiaFoxx
Scott,DesJarlais,D000616,rep,Republican,TN,2025-01-03,2027-01-03,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,DesJarlaisTN04,235312723,desjarlaistn04,260930821,ScottDesJarlaisTN04
Mario,Diaz-Balart,D000600,rep,Republican,FL,2025-01-03,2027-01-03,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,MarioDB,37094727,repmariodb,316477657,mdiazbalart
Richard,Durbin,D000563,sen,Democrat,IL,2021-01-03,2027-01-03,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,SenatorDurbin,247334603,,,SenatorDurbin
Lloyd,Doggett,D000399,rep,Democrat,TX,2025-01-03,2027-01-03,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,RepLloydDoggett,153944899,replloyddoggett,,lloyddoggett
Rosa,DeLauro,D000216,rep,Democrat,CT,2025-01-03,2027-01-03,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,RosaDeLauro,140519774,,,CongresswomanRosaDeLauro
Diana,DeGette,D000197,rep,Democrat,CO,2025-01-03,2027-01-03,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,RepDianaDeGette,28599820,,,DianaDeGette
Christopher,Coons,C001088,sen,Democrat,DE,2021-01-03,2027-01-03,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,ChrisCoons,15324851,senatorchriscoons,25194715,senatorchriscoons
Eric,Crawford,C001087,rep,Republican,AR,2025-01-03,2027-01-03,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,RepRickCrawford,233693291,reprickcrawford,389864684,RepRickCrawford
Judy,Chu,C001080,rep,Democrat,CA,2025-01-03,2027-01-03,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,RepJudyChu,193732179,repjudychu,,RepJudyChu
André,Carson,C001072,rep,Democrat,IN,2025-01-03,2027-01-03,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,RepAndreCarson,199325935,repandrecarson,,CongressmanAndreCarson
Joe,Courtney,C001069,rep,Democrat,CT,2025-01-03,2027-01-03,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,RepJoeCourtney,85396297,repjoecourtney,,joecourtney
Steve,Cohen,C001068,rep,Democrat,TN,2025-01-03,2027-01-03,repcohen,UC_NJlnsOBjOameUwZk0rvsA,RepCohen,162069635,repcohen,,CongressmanSteveCohen
Yvette,Clarke,C001067,rep,Democrat,NY,2025-01-03,2027-01-03,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,RepYvetteClarke,240812994,repyvettedclarke,,repyvettedclarke
Henry,Cuellar,C001063,rep,Democrat,TX,2025-01-03,2027-01-03,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,RepCuellar,210926192,RepCuellar,,152569121550
Emanuel,Cleaver,C001061,rep,Democrat,MO,2025-01-03,2027-01-03,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,RepCleaver,163570705,repcleaver,,emanuelcleaverii
Jim,Costa,C001059,rep,Democrat,CA,2025-01-03,2027-01-03,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,RepJimCosta,245451804,,,RepJimCosta
John,Cornyn,C001056,sen,Republican,TX,2021-01-03,2027-01-03,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,JohnCornyn,13218102,,,sen.johncornyn
Tom,Cole,C001053,rep,Republican,OK,2025-01-03,2027-01-03,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,TomColeOK04,23124635,TomColeOK04,,TomColeOK04
John,Carter,C001051,rep,Republican,TX,2025-01-03,2027-01-03,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,JudgeCarter,18030431,judgecarter,456560563,judgecarter
Shelley,Capito,C001047,sen,Republican,WV,2021-01-03,2027-01-03,,UCbiXdR4XQ3vD9Xp5lfR9QXw,SenCapito,193794406,sencapito,1640447624,senshelley
Susan,Collins,C001035,sen,Republican,ME,2021-01-03,2027-01-03,SenatorSusanCollins,UC6GYaBx5kT2r4PN8KENxC-w,SenatorCollins,19726613,sensusancollins,,susancollins
Michael,Crapo,C000880,sen,Republican,ID,2023-01-03,2029-01-03,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,MikeCrapo,600463589,mikecrapo,329357214,mikecrapo
James,Clyburn,C000537,rep,Democrat,SC,2025-01-03,2027-01-03,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,RepJamesClyburn,188019606,repjamesclyburn,,jameseclyburn
Maria,Cantwell,C000127,sen,Democrat,WA,2025-01-03,2031-01-03,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,SenatorCantwell,117501995,,,senatorcantwell
Ken,Calvert,C000059,rep,Republican,CA,2025-01-03,2027-01-03,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,KenCalvert,22545491,repkencalvert,,70063393423
Richard,Blumenthal,B001277,sen,Democrat,CT,2023-01-03,2029-01-03,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,SenBlumenthal,278124059,senblumenthal,,SenBlumenthal
Michael,Bennet,B001267,sen,Democrat,CO,2023-01-03,2029-01-03,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,SenatorBennet,224285242,SenBennetCO,,senbennetco
John,Barrasso,B001261,sen,Republican,WY,2025-01-03,2031-01-03,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ,SenJohnBarrasso,202206694,,,johnbarrasso
Vern,Buchanan,B001260,rep,Republican,FL,2025-01-03,2027-01-03,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,VernBuchanan,20467163,repvern,344865327,CongressmanBuchanan
Gus,Bilirakis,B001257,rep,Republican,FL,2025-01-03,2027-01-03,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,RepGusBilirakis,26051676,gusbilirakis,,GusBilirakis
Marsha,Blackburn,B001243,sen,Republican,TN,2025-01-03,2031-01-03,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,MarshaBlackburn,278145569,marshablackburn,,marshablackburn
John,Boozman,B001236,sen,Republican,AR,2023-01-03,2029-01-03,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw,JohnBoozman,5558312,johnboozman,,JohnBoozman
Sanford,Bishop,B000490,rep,Democrat,GA,2025-01-03,2027-01-03,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,SanfordBishop,249410485,,,sanfordbishop
Robert,Aderholt,A000055,rep,Republican,AL,2025-01-03,2027-01-03,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,Robert_Aderholt,76452765,,,RobertAderholt
Suzan,DelBene,D000617,rep,Democrat,WA,2025-01-03,2027-01-03,,UCd00b7TpKDZIr-Ujhaktvjg,RepDelBene,995193054,repdelbene,,RepDelBene
Suzanne,Bonamici,B001278,rep,Democrat,OR,2025-01-03,2027-01-03,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,RepBonamici,558769636,RepBonamici,,congresswomanbonamici
Angus,King,K000383,sen,Independent,ME,2025-01-03,2031-01-03,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,SenAngusKing,1068481578,,,SenatorAngusSKingJr
Mark,Amodei,A000369,rep,Republican,NV,2025-01-03,2027-01-03,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,MarkAmodeiNV2,402719755,MarkAmodeiNV2,,MarkAmodeiNV2
Eric,Swalwell,S001193,rep,Democrat,CA,2025-01-03,2027-01-03,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,RepSwalwell,942156122,repswalwell,338799200,CongressmanEricSwalwell
Markwayne,Mullin,M001190,sen,Republican,OK,2023-01-03,2027-01-03,,UCLQlm-cbGbJj9baZC6oFsag,SenMullin,1060370282,senmullin,,RepMullin
Grace,Meng,M001188,rep,Democrat,NY,2025-01-03,2027-01-03,,UCHg516zJKbIBtXFAJ0nu3XQ,RepGraceMeng,1051127714,,,repgracemeng
Mark,Takano,T000472,rep,Democrat,CA,2025-01-03,2027-01-03,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,RepMarkTakano,1037321378,repmarktakano,,RepMarkTakano
Hakeem,Jeffries,J000294,rep,Democrat,NY,2025-01-03,2027-01-03,,UCYVmbsjoNbQ4j-PCQIYgpWQ,RepJeffries,467823431,repjeffries,,RepHakeemJeffries
David,Joyce,J000295,rep,Republican,OH,2025-01-03,2027-01-03,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,RepDaveJoyce,976969338,repdavejoyce,360743678,RepDaveJoyce
