first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Ashley,Hinson,H001091,rep,Republican,IA,2025-01-03,2027-01-03,,,RepAshleyHinson,1.3407833043044106e+18,,,RepAshleyHinson
Marjorie,Greene,G000596,rep,Republican,GA,2025-01-03,2027-01-03,,,RepMTG,1.3443565767868662e+18,repmtg,,RepMTGreene
Nikema,Williams,W000788,rep,Democrat,GA,2025-01-03,2027-01-03,,,RepNikema,1.3454617973615043e+18,repnikema,,RepNikemaWilliams
Maria,Salazar,S000168,rep,Republican,FL,2025-01-03,2027-01-03,,,RepMariaSalazar,1.325928411689349e+18,repmariasalazar,,RepMariaSalazar
C.,Franklin,F000472,rep,Republican,FL,2025-01-03,2027-01-03,@RepFranklin,,RepFranklin,1.3436647213843988e+18,RepFranklin,,RepFranklin
Katherine,Cammack,C001039,rep,Republican,FL,2025-01-03,2027-01-03,,,RepKatCammack,1.3443256389839872e+18,repkatcammack,,RepKatCammack
Lauren,Boebert,B000825,rep,Republican,CO,2025-01-03,2027-01-03,,,RepBoebert,1.3429897566119076e+18,,,RepBoebert
Sara,Jacobs,J000305,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepSaraJacobs,1.3451039058694554e+18,repsarajacobs,,RepSaraJacobs
Young,Kim,K000397,rep,Republican,CA,2025-01-03,2027-01-03,@RepYoungKim,,RepYoungKim,1.3446774014653972e+18,repyoungkim,,RepYoungKim
Barry,Moore,M001212,rep,Republican,AL,2025-01-03,2027-01-03,,,RepBarryMoore,1.3390060786888253e+18,,,RepBarryMoore
Tommy,Tuberville,T000278,sen,Republican,AL,2021-01-03,2027-01-03,,,SenTuberville,1.3457391937214874e+18,sentuberville,,RogerMarshallMD
Ritchie,Torres,T000486,rep,Democrat,NY,2025-01-03,2027-01-03,@RepRitchie,,RepRitchie,1.2764037572245463e+18,repritchie,,RepRitchie
Tracey,Mann,M000871,rep,Republican,KS,2025-01-03,2027-01-03,,,RepMann,1.345825008887722e+18,reptraceymann,,Congressman-Tracey-Mann-105522931489227
Cliff,Bentz,B000668,rep,Republican,OR,2025-01-03,2027-01-03,,,RepBentz,1.3457888659116564e+18,repbentz,,RepBentz
Mariannette,Miller-Meeks,M001215,rep,Republican,IA,2025-01-03,2027-01-03,,,RepMMM,1.345807954604413e+18,,,RepMMM
Carlos,Gimenez,G000593,rep,Republican,FL,2025-01-03,2027-01-03,,,RepCarlos,1.3436791950341038e+18,repcarlosfl,,RepCarlosGimenez
Cynthia,Lummis,L000571,sen,Republican,WY,2021-01-03,2027-01-03,,,SenLummis,22831059.0,sencynthialummis,,sencynthialummis
Teresa,Leger Fernandez,L000273,rep,Democrat,NM,2025-01-03,2027-01-03,@rep.teresalegerfernandez8059,,RepTeresaLF,1.3451478459266703e+18,repteresalf,,RepTeresaLF
Jay,Obernolte,O000019,rep,Republican,CA,2025-01-03,2027-01-03,,,JayObernolte,272482466.0,,,
Marilyn,Strickland,S001159,rep,Democrat,WA,2025-01-03,2027-01-03,,,RepStricklandWA,1.3436465459552133e+18,repstricklandwa,,RepStricklandWA
Ernest,Gonzales,G000594,rep,Republican,TX,2025-01-03,2027-01-03,,,RepTonyGonzales,1.343627416120533e+18,,,RepTonyGonzales
Deborah,Ross,R000305,rep,Democrat,NC,2025-01-03,2027-01-03,,,RepDeborahRoss,1.348683154815656e+18,repdeborahross,,RepDeborahRoss
Bill,Hagerty,H000601,sen,Republican,TN,2021-01-03,2027-01-03,UCqLlLx05ScUwxVHvevyaDFg,,SenatorHagerty,1.3468736108756541e+18,senatorhagerty,,SenatorBillHagerty
Troy,Nehls,N000026,rep,Republican,TX,2025-01-03,2027-01-03,,,RepTroyNehls,1.3473182888508252e+18,reptroynehls,,RepTroyNehls
Alejandro,Padilla,P000145,sen,Democrat,CA,2023-01-03,2029-01-03,,,SenAlexPadilla,1.3512362677076541e+18,SenAlexPadilla,,SenAlexPadilla
Raphael,Warnock,W000790,sen,Democrat,GA,2023-01-03,2029-01-03,senatorwarnock,,SenatorWarnock,1.3522879978536223e+18,,,SenatorWarnock
Frank,Mrvan,M001214,rep,Democrat,IN,2025-01-03,2027-01-03,,,RepMrvan,1.3462050460363776e+18,,,RepMrvan
Scott,Fitzgerald,F000471,rep,Republican,WI,2025-01-03,2027-01-03,,,RepFitzgerald,1004891731.0,,,CongressmanScottFitzgerald
Claudia,Tenney,T000478,rep,Republican,NY,2025-01-03,2027-01-03,,,RepTenney,7.972010484904305e+17,,,RepClaudiaTenney
Jon,Ossoff,O000174,sen,Democrat,GA,2021-01-20,2027-01-03,,,SenOssoff,1.3567142658944082e+18,jonossoff,,SenOssoff
Shontel,Brown,B001313,rep,Democrat,OH,2025-01-03,2027-01-03,,,RepShontelBrown,1.4563810915987005e+18,,,RepShontelBrown
Andrew,Clyde,C001116,rep,Republican,GA,2025-01-03,2027-01-03,UC-o-UOnLuu8pZxZpShG4s7A,,Rep_Clyde,1.3570173615686943e+18,repclyde,,RepresentativeClyde
Mike,Carey,C001126,rep,Republican,OH,2025-01-03,2027-01-03,@congressmanmikecarey,,RepMikeCarey,1.457745193197781e+18,,,RepMikeCarey
Troy,Carter,C001125,rep,Democrat,LA,2025-01-03,2027-01-03,,,RepTroyCarter,1.3527603042712412e+18,,,RepTroyCarter
Byron,Donalds,D000032,rep,Republican,FL,2025-01-03,2027-01-03,UCjy0W7sksMz37IYY27tAZNQ,,RepDonaldsPress,1.3439686460502835e+18,byrondonalds,,
Jake,Ellzey,E000071,rep,Republican,TX,2025-01-03,2027-01-03,,,RepEllzey,1.3665238682534584e+18,,,RepJakeEllzey
John,Hickenlooper,H000273,sen,Democrat,CO,2021-01-03,2027-01-03,UCU6pcq-AZA9wnmIPBj6ePwQ,,SenatorHick,1.3187283369237873e+18,senatorhick,,SenatorHick
Darrell,Issa,I000056,rep,Republican,CA,2025-01-03,2027-01-03,,,repdarrellissa,63650107.0,,,congressmandarrellissa
Julia,Letlow,L000595,rep,Republican,LA,2025-01-03,2027-01-03,,,RepJuliaLetlow,1.382395679700439e+18,,,repjulialetlow
Pete,Sessions,S000250,rep,Republican,TX,2025-01-03,2027-01-03,@congressmanpetesessions,,PeteSessions,24735461.0,congressmanpetesessions,,petesessions
Melanie,Stansbury,S001218,rep,Democrat,NM,2025-01-03,2027-01-03,,,Rep_Stansbury,1.4045199925829427e+18,,,RepStansbury
Thomas,Tiffany,T000165,rep,Republican,WI,2025-01-03,2027-01-03,,,RepTiffany,1.2678410663356826e+18,,,RepTiffany
Jefferson,Van Drew,V000133,rep,Republican,NJ,2025-01-03,2027-01-03,UCc5AGO_bQLeiv313Bbr35fg,,Congressman_JVD,1.4686770995946988e+18,jeffvandrew,,CongressmanJVD
David,Valadao,V000129,rep,Republican,CA,2025-01-03,2027-01-03,,,RepDavidValadao,1128514404.0,,,CongressmanDavidValadao
Aaron,Bean,B001314,rep,Republican,FL,2025-01-03,2027-01-03,,,RepAaronBean,1.60492755008136e+18,RepAaronBean,,100089355874563
Nicole (Nikki),Budzinski,B001315,rep,Democrat,IL,2025-01-03,2027-01-03,UCp0Ykb-qUGx3ekTH9MIEK-w,,RepNikkiB,1.6034767139959112e+18,repnikki,,RepNikkiBudzinski
Eric,Burlison,B001316,rep,Republican,MO,2025-01-03,2027-01-03,UCuJFygzYhGiXMZHjhTQy20w,,RepEricBurlison,1.6063425947655905e+18,RepEricBurlison,,100089208900263
Becca,Balint,B001318,rep,Democrat,VT,2025-01-03,2027-01-03,YouTubeChannelID,,RepBeccaB,1.6061151782103654e+18,repbeccab,,repbeccab
Mike,Collins,C001129,rep,Republican,GA,2025-01-03,2027-01-03,,,RepMikeCollins,1.6010307711244083e+18,repmikecollins,,RepMikeCollinsGA
Jasmine,Crockett,C001130,rep,Democrat,TX,2025-01-03,2027-01-03,,,RepJasmine,1.6099744436311572e+18,RepJasmine,,RepJasmine
Gregorio,Casar,C001131,rep,Democrat,TX,2025-01-03,2027-01-03,,,RepCasar,1.499512178013057e+18,RepCasar,,RepCasar
Eli,Crane,C001132,rep,Republican,AZ,2025-01-03,2027-01-03,@rep.elicrane,,RepEliCrane,1.6088912059027948e+18,,,100088851021670
Juan,Ciscomani,C001133,rep,Republican,AZ,2025-01-03,2027-01-03,UCD329AYGX7YnMMSUaTKWHwA,,RepCiscomani,1.6035309705937756e+18,repjuanciscomani,,100089186535085
Chris,Deluzio,D000530,rep,Democrat,PA,2025-01-03,2027-01-03,,,RepDeluzio,1.6089343167799214e+18,RepDeluzio,,RepChrisDeluzio
Mike,Ezell,E000235,rep,Republican,MS,2025-01-03,2027-01-03,UCseRXy2_n4j97lndfkQ_hAw,,RepEzell,1.6027880047493448e+18,repmikeezell,,repezell
Charles (Chuck),Edwards,E000246,rep,Republican,NC,2025-01-03,2027-01-03,,,RepEdwards,1.6027480997928796e+18,repchuckedwards,,RepChuckEdwards
